user_id,user_name,about,stars,review_count,member_since,contests_won,runner_up,1_to_1_projects,tags,repeat_clients,reviews,certification,timestamp
3430907,arfi_▼,"“An artist who gives his best masterpiece will get a place in the hearts of art lovers.""",5.0,17,"September 11, 2018", 22 , 57 , 4 ,"['Logo design', 'Logo & brand identity pack', 'Logo & social media pack', 'Business card']", 2 ,"['arfi_ was just a beast with this job: great aprroach to our briefing since the beggining, very fast in proposals and cooperation, and as a result, an amazing logo that fit our needs. will recommend 100% and we keep in touch for future projects.', ""Arfi's design was completely original and really fit what I was looking for. She is super quick to respond and always kind and polite. Highly recommended!"", 'Responds and revised very quickly! Also, we loved the concept they came up with.', 'Super simple business cards. Awesome design.', 'thanks a lot for the amazing job.', 'Awesome new logo, thank you for your work. Pleasure to work with you. ', 'Loved the shield design as the GG for Garage Gyms, very creative and gave me plenty of colour and font options', 'Bayden.j.dobsom Very nice, nice to work with him.', 'I really did not know what I wanted. I was happy with how responsible they were to the changes I wanted. Great experience. ', 'Great design and quick adjustments based on feedback. Would work with again! This designer is AWESOME.', 'Arfi was absolutely excellent the whole way through! Thank you! So polite as well.', 'Super helpful at the design process. He not only came close with an initial design, listening to my initial requests, but then was super responsive in mocking up different versions, one of which ended up being the winning design. would work with him again.', 'Very responsive! Great design and would definitely use again.', 'Loved working with Arfi on this logo project. He was great!! We would hire him again!', 'Amazing service and very creative!!', 'A great designer that took our feedback and turned it into our ideal design. Thank you!', 'The design for my chiropractic health care office that Arfi created for me is awesome!  He is very creative and really great at taking my feedback to create an amazing finished product and provided me with my logo in several different file formats, visu...', 'Great designs and very responsive throughout the contest.', 'Great design created for our needs.  Quick in response and quick to make some minor changes.  Thanks!!']",['Mid Level'],2022-01-29
1079412,bagusnamec,Professional Logo Designer.,5.0,19,"December 24, 2012", 38 , 98 , 8 ,"['Logo design', 'Logo & brand identity pack', 'Logo & social media pack', 'Banner ad']", 5 ,"['bagusnamec was a pleasure to work with. From the beginning they gave us something outside the box and different from other designers. When we asked for alterations, they were incredibly responsive and made changes within hours. As the contest went on, w...', 'Great work!! Highly reccomend!', 'Hit the nail on the head!', 'Great designer!', 'Creative, easy to work with, and very responsive to my requests/suggestions.', 'Great job: it was not easy choosing betweeb 800 submission but Bagus had a good proposal and matched our idea of brand.', 'Quick revisions and excellent work! Thanks!', 'Its amazing how quick and detailed the designer worked in this project. It was great working with him.➕❤', 'The designer was very helpful and professional. They worked well with all of our requests. We are in love with the final product.', 'Love working with bagusnamec', 'Awesome design!', 'Quick and amazing work. Understands my instructions without any issue and executes changes just how I pictured them in my head!', 'Great to work with and fast turn around times. Great concepts and ideas. I will definitely reach out to work on other projects in the future!', 'Great work. Fast response time and turnaround time. Fun to work with!', 'Creative ideas and good effort', 'Good designs from the start. Not a problem to make minor tweaks, if which I made many. Full set of drawings at the end A*', 'Thank you so much for all of your help! This is beyond what I wanted. I am happy I trusted you guys!', 'This logo won a rigorous survey process to win over many other designers. Now our customers love it! Thank you so much!', 'Excellent Exchange of ideas, fast working on new ideas and very good exchange time. All in all: would do it again! Very good! greatings from Bonn, Germany.', 'We were thrilled to work with Bagusnamec for the design of our new logo. He did a fantastic job and ended up being our winner after taking a risk with a design that was outside everything else we were looking at. I look forward to working with him again!']","['Brand guide', 'Mid Level']",2022-01-29
2965290,dokoh,love simple designs,0.0,0,"July 13, 2017", 2 , 14 , 0 ,['Logo design'], 0 ,"['very good idea and execution', 'Geduk provided the business with a wonderful logo that fit the brief really well. Always quick to respond to feedback, great to work with. Thanks Geduk!']",['Entry Level'],2022-01-29
3014048,Caswara,,5.0,6,"August 26, 2017", 10 , 29 , 1 ,"['Logo design', 'Logo & business card', 'Logo & brand identity pack', 'T-shirt', 'Logo & social media pack']", 1 ,"['Perfect work, very fast...', 'Thank you very much,I am very happy to work with you, if you need any more projects in the future please contact me back, I am ready anytime for you!', 'Ich kann Caswara von Herzen empfehlen...', ""Thank you very much, feel free to contact me if you need any new projects in the future,I'm ready anytime to work with you :)"", 'Vick.Art was amazing to work with. He listened to our needs and developed a concept that worked well for our brand. He was incredibly fast at sending us revisions and our final artwork. I would highly recommend him.', 'So happy with my design! Additionally, felt like designer went above and beyond at the end to give me different color schemes and file formats!', 'Very helpful throughout the process. Appreciate the experience of going through each design phase, with many concept contributions from many talented designers. This is our second time using 99 Designs on providing a service, in assisting us in creating...', 'Very responsive to requests and great work ethic!']",['Mid Level'],2022-01-29
3875474,⚔️ Md Faruk Hasan™,"Hello World,
  I'm a professional graphic designer. I love graphic design. So I try to do my graphic work well. So that my work is standardized.",0.0,0,"September 14, 2019", 1 , 14 , 0 ,['Logo design'], 0 ,[],['Entry Level'],2022-01-29
2711175,SVMATRA,Fulltime graphic desainer.,0.0,0,"November 15, 2016", 3 , 7 , 1 ,"['Logo design', 'Business card']", 1 ,"['It was a really nice experience working with this designer.', 'Great to work with and awesome response time!', 'Great iterations of the design and honing in on the perfect, final design. Thank you!']",['Mid Level'],2022-01-29
1987257,indraDICLVX,"I am a graphic designer. able to make a logo design, digital illustrations, jersey, etc.",4.97,124,"May 04, 2015", 116 , 225 , 47 ,"['Logo design', 'Logo & social media pack', 'Clothing or apparel', 'Logo & brand identity pack', 'Illustration or graphics', 'Other design', 'Logo & business card', 'T-shirt', 'Tattoo', 'Character or mascot', 'Podcast', 'Other clothing or merchandise', 'Banner ad', 'Web page design', 'Typesetting with imagery', 'Sticker', 'Stationery', 'Other art or illustration', 'Logo & brand guide', 'Facebook cover', 'Car, truck or van wrap', 'Business card', 'Brochure']", 16 ,"['indraDICLVX was the first designer to respond to the contest and it was as if he was reading my mind!  Of course, he had my brief in hand, which was not complete at first, but he nailed the concept from the start!  His design solidified the direction th...', 'Thank you so much', 'Very responsive and great work!', 'Thank you so much', 'He did an absolutely great job! 10/10 ', 'Thank you so much', 'Amazing!!! Did exactly what I wanted ', 'Thank you so much', 'Canâ€™t say enough good things about his work and his work ethic. He literally worked around the clock to modify his work to meet our requests throughout our competition. Heâ€™s super talented but humble at the same time. If I could give him more than 5 sta...', 'Thank you so muchğŸ™�ğŸ™�                             (edited)', 'Amazing designer\rvery talented and know what he is doing', 'thanks man', 'IndraDICLVX was great and we are super happy with his design', 'thanks you so much. glad to hear ', 'Excellent work! Very easy to work with. Would work with again! ', 'thank you, glad to hear that.If you need me, you know where I am.', ""I was hesitant to spend the money for a gold level contest, but the quality of the work provided by this designer was well worth the cost!  Could not be happier with such a crisp and professional look.  I can't wait to incorporate the new look to our we..."", 'thank you so much, so glad to hear that', 'Great design, simple process. Hit the target perfectly.', 'thank you so much.', 'Efficient and professional.  Excellent work highly recommend. ', 'Did an awesome job!  Quick adjustments when giving feedback.  Got us exactly what we need to rebrand out business!', 'The designer had a good initial concept and responded well to feedback.', 'Awesome work! Very fast and responsive. 100% recommended, highly professional designer.', 'Talented and very good to work with.  Delivered files exactly as requested.', 'Great job thank you !', 'Loved the simplicity and sharp look of the design. Exactly what we had in mind to rebrand our business.', 'Took the time. Great communication. Beautiful design! Would happily use again', 'Great designer. I like the style he created my logo with.', 'Did a great job designing my graphic and following my design direction.', 'Great job and easy to work with. ', 'Very easy to work with. Quick responses. Love the final design!', 'Great and talented. If you need AMAZING work done with quick updates, this designer is your guy!!!', 'Great Job. Thanks,', 'Fast and responsive! Thank you so much for all of your help and hard work. ', 'Great design. Thank you', 'Great Creative Designs', 'Great design, and very responsive. Was great at getting back to us in a timely manner and was happy to provide updated versions whenever requested. We would work wih them again. ', 'Great designer, very helpful with changes. Keep up the great work.\r', 'TrÃ¨s sÃ©rieux , rÃ©actif ! Au top', 'I could not have asked for a better designer. indraDICLVX was always fast with responding to my requests and always delivered with quality and professionalism.', 'Thank you so much, you are awesome!  We love our new logo.', ""indraDICLVX read and understood my brief clearly. He thought about the design and came to me with an outstanding vision. After some minor reviews he delivered the perfect business logo for me. He's friendly, helpful and very professional to talk to . I ..."", 'Creativity at its finest. I love the final product. ', 'Very motivated. and helpful.\ralways caterd to my design needs', ""He has awesome artistic talent, listens to the customer while still using his own creative eye and works super fast. We're very happy with our final logo design!"", 'He entered early and strong in the contest, great communication, and pride in his work.  Others in the competition seemed to copy his style.  Highly recommend!!!!', 'Absolutely captured the image in my mind and then some.  Was very quick, responsive and was 10x better than the next best.  Excellent experience!  Stopped the competition in less than 24 hours due to work quality!', 'Seemed like the only one that was able to give us what we were looking for!! No ones else was even close', 'He was absolutely awesome! After days of reviewing and revising, he came up with the perfect logo for my new cheerleading gym! I canâ€™t wait to get it painted in the wall for display. ', 'Working with indraDICLVX was great.  He was very patient with ideas and revisions and was very fast in making changes.  I would recommend working with indraDICLVX for your next design.  Originally, I was only going to choose 1 design but I could not lea...', 'Many projects with this designer.  Great work as always', 'Very pleased with the designed process.', 'Awesome designer!  Great to work with!  And absolutely great designs!', 'Loved the colour.', 'Freaking awesome design and great communication and flexibility!', ""Another great design on this platform.  So happy with our contest and can't wait to share with client."", 'Great designer, solid communication and very open to feedback. Would definitely work with him again!', 'Designer did great work and always quick to make updates or changes for us!', 'Great job!  Thank you for all of your hard work on this project!  Great communication and excellent skills!', 'Will use again and again', 'Very quick turnaround and the product was exactly as specified and envisioned.  Will definitely use indraDICLVX again.', 'very good and helpful designer.', 'Great job with the logo. Excellent use of instructions and development of concept. ', 'This designer was quick to meet any requested changes and extremely easily to work with. Great work, exceptional attitude and admirable passion. ', 'Always a great designer to work with!!!  We love your work, your willingness to make adjustments.  Keeps us coming back. ', 'Simple and relevant', 'Very good communication, fluent english, brilliant understanding of our wishes and perfect realisation of them. Many thanks for our great logo! :-)', 'Super good to work with! Thanks for the great work! ', 'Always great to work with! Great designer to work with we have had done multiple projects with indraDICLVX.', 'Canâ€™t say enough positive about the experience. Indra was professional, creative, thoughtful, and tactful the whole way through. Over the moon about my new logo!', 'Great to work with!  Very responsive and willing to flex to get us what we wanted.', 'Cared about my input and welcomed feedback. Although I had many requests, I was never made to feel like I was a burden. He was more than willing to make changes as needed. I am very happy with my logo and will use him again in the future.', 'Always a pleasure to work with this artist.', 'Super fast, and always helpful. Excellent work', 'Always great work', 'Great to work with - very open to the changes and tweaks I requested throughout the process!', 'Our 2nd time working with indraDILVX.  A great designer to work with, responds quickly, works easily with our feedback, always gives us more than we are expecting.  HIGHLY RECOMMENDED,  5 STARS!!! ', 'Talented designer who was extremely responsive and worked hard to make my logo perfect. ', 'Everyone from coaches to parents and even players loved your logo! Thanks, ', 'Very good with responding to comments. Very professional ', 'We have used this designer many times.  The skills go beyond just design.', 'I had a fantastic experience working with this designer. The design was clean and vibrant, and the designer was very responsive to my requests (and I made quite a few since I tend to be picky). I would gladly work with him again. We ended up with over 2...', 'The final files are exactly what I hoped for.  Perfect.', 'the king of designs. Tanx for super desig', 'Thanks so much bro. For this wonderful design. ', 'Very beautiful designs, love it. ', 'Loved our end result! Listened to feedback and implemented. ', 'Well done again.', 'Best designer. I always work with him.', 'Number 1. The best.', 'I loved how he incorporated our business into the logo and was quick to adjust anything. I also really appreciated how he gave us different version for the logo for things like hats, shirts, etc.', 'This guy is the best.', 'Great experience', 'The best. Always a pleasure. ', '- very quick communication\r- good ideas\r- friendly and competent person', 'Great job one more time. Best designer.', 'Very responsive and receptive to feedback', 'Great job and fast. ', 'Thanks. Excellent collaboration', 'indraDICLVX is an awesome designer.', 'My favorite 99d artist!', 'Awesome Job. I use Indra DICLVX for all my work.', 'The designer did an outstanding job with the simplicity of the logo.  Very easy to work and receipted to my feedback.  OUTSTANDING DESIGNER. ', 'Still my favorite artist.', 'The designer provided exactly what was asked and went above and beyond what was expected for this design and logo.  Revisions and edits were prompt and the design concept hit our target.', 'Great designer! Was easy to work with and would definitely use him again. ', 'indraDICLVX always does top notch work. It was a pleasure to work with him again. ', 'indraDICLVX did another excellent job!', 'My favorite 99designs artist to work with! ', 'indraDICLVX always does great work. ', 'Has done a few designs for me. Always does a great job.', 'Great design, very professional transfer', 'IndraDICLVX was absolutely fantastic! Produced a wide array of designs and styles which showed me how dedicated he was to my project. Once selected as a finalist he was very responsive when working back and forth with myself to iron out the little detai...', 'IndraDICLVX did an awesome job with my business card. He is a very talented designer.', 'Great working with this designer!', 'Designer was a great. Come up with an awesome design. Worked very well with me, and helped me along with the project.', 'Indra is an outstanding designer and can easily bring your ideas to life with minimal guidance. It is almost as if he can see what you are thinking! I have worked with him on 3 separate projects and will continue to hire his talents into the future.', 'indraDICLVX is always a pleasure to work with. ', ""This is a fundraiser jersey and the designer did a terrific job envisioning the design and making it better than we could've imagined."", 'He took a very complex design idea and did an amazing job in a very short time. Hope to work together on more projects in the future.', 'Excellent work.  Repeat business is expected', 'This design was created from scratch and with the support of Indra, he came up with this amazing design. Thanks for your great work.', 'Continued Excellence by a great designer', 'Excellent work!  I hope to work with this designer again.  Prompt communication, and clear understanding of our needs.\r', 'Exactly what I asked for!  Time saver!', 'Great process with many nice and creative designs! Excellent experience!', 'Very happy with the quality and speed of work.  I hope to work with this designer more!', 'What a great experience, the first design was delivered within hours of submitting the initial brief. I chose indraDICLVX as the winning designer as he understood the requirement from the start, he responded to all correspondence usually within the hour...', 'Really nice and profesional job. Great working with you.', 'This designer was great to work with.  Very talented.  Quick response time with multiple changes.  Highly recommended.', 'This designer is top notch!! First of all, within a couple of hours of my request, he had a logo designed for me with justification of the meaning behind every deign. IMPRESSIVE!! It did not take me long to realize that the other 16 designers were just ...', 'Did a great job! Designer was very patient with me while I made numerous changes to designs.  100% satisfied. Went above and beyond.', 'Nice design work, very responsive, and good communication!  Thanks for the great work!']","['Print', 'Mid Level']",2022-01-29
1641118,Sergheiev,"Born and raised in Caracas / Venezuela, graphic designer, illustrator.",5.0,9,"June 06, 2014", 12 , 44 , 3 ,"['T-shirt', 'Logo design', 'Illustration or graphics', 'Book cover', 'Product packaging', 'Product label', 'Poster', 'Character or mascot', 'Card or invitation', 'Logo & brand identity pack', 'Album Cover', 'Tattoo', 'Sticker', 'Logo & social media pack', 'Icon or button', 'Cup or mug', 'Clothing or apparel']", 2 ,"['Sergheiev understood the brief as it was described and was able to quickly provide artwork that was in line with my expectations.', 'This design stood out among many others in my competition. Easy to work with, and full of talent. Sercheiev made requested changes quickly and the finished product (pretty much his original design because it was so good) is more than I imagined. Truly a...', 'Thanks so much for your kind words, it was a pleasure to work with you!', 'Nice design idea, always helpful and very quick with implementing our feedback. ', 'Thanks so much, it was a great project.', 'Thanks for the playful design and it matches with our business concept.', 'Sergheiev was fantastic to work with and was able to take the feedback for each of the designs he submitted and turned the label into exactly what I was looking for. Responded very quickly and was incredibly efficient at implementing feedback additions....', 'Sergheiev created a design that I had not thought of. It was original and perfect. I would definitely work with Sergheiev on another project.', 'Great to work with! Came up with a awesome, super clean design we thrilled to start using!!!! ', 'Incredible work and very helpful!', 'Great designs with very quick turnaround!']","['Print', 'Mid Level']",2022-01-29
2981135,joycreativa,"Hi! My name is Joyce.
  Write me if you need to create your Brand!",4.94,36,"July 27, 2017", 47 , 74 , 4 ,"['Logo design', 'Logo & brand guide', 'Logo & brand identity pack', 'Logo & business card', 'Logo & social media pack', 'Other business or advertising']", 3 ,"['I am available for new 1-to-1 projects and contest invitations.', 'Joyce did an amazing job. She understood the brief and delivered excellent quality work. She promptly did the changes I requested. I am extremely satisfied.', ""Thank you very much! I'm really happy that I can help. :)"", ""Loved working with Joyce, great original designs, super receptive and quick to correct any changes! Submitted more than expected and I'm super gratefull! "", 'Thanks for your beautiful words! Also very grateful to have worked with you and that you chose me. Greetings and all the best to both of you! : **', 'Great designer and was very responsive, thorough and attentive. \r\r', ""Thank you very much for your kind words. It was a pleasure! I'll be here for whatever you need."", 'Great work :) I like the style ', 'Thank you very much. It was a pleasure!!! :)', 'excellent work, will use again for future projects', 'Thanks! Looking forward to our next project.', 'Excellent communication. Thank you ', 'Thank you very much! It was a pleasure. :)', 'Amazing designer and very responsive. Would work with again. ', 'Thank you very much! look forward to working with you again in the future.', 'Joycreative was simply amazing! Her designs were phenomenal and she continued to make improvements based upon my feedback.', 'Thank you for taking the time to leave a word about your experience. Please feel free to reach out in the future for any of your design needs.', 'Great designs, I liked the simple design that is easy to read and conveys the brand well. ', 'My logo design was for a re-brand for a fashion label. Joy Creative followed the brief and feedback and provided many options, giving me the perfect design. Thank you Joy. :)', ""excellent artist with clean, creative designs. I'm very happy."", 'Wonderful designer, nailed my brief straight away and was more then accommodating when i asked for minor changes! Efficient and so patient with me! \rThank you Joyce!', 'After the initial feedback, Joyce knocked it out of the park. She understood my vision and made it come to life with her design. She was very cooperative and responded quickly. ', 'Amazing work from joy_creativa! Responds very fast, extremely helpful, and comes up with amazing designs!', 'I couldn’t be happier with the design and service Joyce provided! I was very impressed with her attention to detail and ability to bring my concept to life. She nailed the colour palette perfectly and completely exceeded my expectations for the look and...', 'The designer took my brief and made it come to life!', 'As usual, I´m very very happy for the process and the final result.\rThank you.', 'Design still needed some additional work. I loved the Designer’s work on a previous project but I feel this project was not completed fully and rushed.', 'I truly appreciate the attention to what I was looking for. Even through a computer, she listened to what I was saying, I felt heard. After the contest ended I had several requests for some adjustments, and I also asked for a symbol/element logo. She li...', 'Design was exactly what I was look for! ', 'Really captured the essence of our brief!', ""I loved the interaction with the designer.  She was always very proactive to my inputs and we discussed the dos and don'ts of the development of the logo."", 'I loved the work that Joyce did! She was fantastic. Very attentive to my feedback and I am grateful that she did my Podcast Cover Art.', 'Fantastic overall experience, pleased with the Joyce capturing the look and feel of the logo. She is wonderful to work with. ', 'It was great working with Joyce! She has wonderful design ideas and was spot on to what I wanted from the beginning. She was very patient with me as I was deciding on design elements and making changes. In the end, one of her original designs was the be...', 'We loved working with joy_creativa! They were very prompt in providing revisions to our logo, and every submission was spot-on to the brief. We are thrilled with our new logo!', 'Amazing design!! Was a pleasure to work with! ', 'Joy’s design was a winner from the start. So creative, suggesting a design that was both completely simple yet captivating, hitting the brief 100%. Responses to questions or suggestions where lightening quick and this designer just couldn’t do enough fo...', 'Very creative! Made the changes I requested very quickly. Exceeded my expectations! ', 'I was looking for the perfect design to reflect my business and Joyce went above and beyond. Not only is she prompt, and easy to work with, she is amazingly creative which made the process that much easier. Thank you so much!', ""the design proposed by joy creativa totally matched my requirements and captured what I wanted to express with my logo. joy creativa is a professional designer who responds quickly to input and understood the brief at it's perfection. very creative, res..."", 'Joy Creativa was great to work with. She was very responsive to all of my input and worked hard to get the designs just right. ', 'The designer is very creative, she took my specific descriptions of what I wanted and gave me very beautiful logo ideas.', ""We immediately loved joy_creativa's design, which matched our requirements very closely. joy_creativa also addressed all our change requests quickly. We can only highly recommend this designer."", 'Great to work with, understood the design brief very well and very responsive! Thanks.', ""I needed a new logo for our handcrafted soap business I wanted something elegant, vintage, simple and they pretty much nailed it on the first shot, This design was the one we compared all the other entries too. Can't wait to start to use this new logo.""]","['Print', 'Brand guide', 'Mid Level']",2022-01-29
4812509,FadhilCreative⚡,"I am a graphic designer, more precisely focused on logo design and I already have a lot of experience in designing in the field of logos and brand identity",0.0,0,"September 15, 2021", 4 , 10 , 1 ,"['Logo design', 'Other business or advertising', 'Logo & business card', 'Logo & social media pack', 'Product packaging', 'Product label', 'Logo & brand guide']", 1 ,"['This designer has been very patient and attentive and provided excellent suggestions and feedback. I would highly recommend this deisgner.', 'It was a pleasure working with you, and I hope to work together again in the future, thanks!', 'Excellent designer who I highly recommend and will be working with again very soon!', ""Thank you, I'm very happy to work with you :)"", 'Great, classy, and simple design.', ""Thank you, it's a pleasure to work with you. :)"", 'helpfull and Fast', 'thank you, I really enjoy working on your project']",['Entry Level'],2022-01-29
