id,title,url,seeker,start_time,name_to_incorporate,slogan_to_incorporate,description,industry,colors_to_explore,other_color_requirements,style_attributes,design_inspiration_count,attachments_count,other_notes,entry_count,deleted_entry_count,deleted,withdrawn,declined,prize,entries,deleted_entries,winners
1,Need a new logo for a new real estate servicing company,https://99designs.hk/logo-design/contests/logo-real-estate-servicing-company-1145047,infos4F,"Wed, 09 Feb 2022 03:52:25 +0000",Gulf Coast Home Solution,Home buying and selling made easy,"We are a multi-service company that has the ability to BUY, REPAIR, MARKET, and SELL HOMES.",Real Estate & Mortgage,"['Yellows', 'Designers choose', 'Aquas']",Unspecified,"['2', '-2', '0', '2', '0', '0', '0']",10,0,"I’m interested in abstract, emblem, pictorial and wordmark logos.
Also Gulf Coast is referring to the Gulf of Mexico ocean that has white sand and warm water. Plus we live in Florida in the US and the beach lifestyle and weather is important to us. Its tropical here so that is another major influence in the design we want to have.",5,12,0,12,0,US$190,"[{'entry_id': 'entry-15', 'participant_id': '1421371', 'time': '2022-02-09T16:39:42+00:00', 'url': '/logo-design/contests/logo-real-estate-servicing-company-1145047/entries/15'}, {'entry_id': 'entry-10', 'participant_id': '1421371', 'time': '2022-02-09T15:13:55+00:00', 'url': '/logo-design/contests/logo-real-estate-servicing-company-1145047/entries/10'}, {'entry_id': 'entry-11', 'participant_id': '1421371', 'time': '2022-02-09T15:14:59+00:00', 'url': '/logo-design/contests/logo-real-estate-servicing-company-1145047/entries/11'}, {'entry_id': 'entry-16', 'participant_id': '1421371', 'time': '2022-02-09T16:41:38+00:00', 'url': '/logo-design/contests/logo-real-estate-servicing-company-1145047/entries/16'}, {'entry_id': 'entry-14', 'participant_id': '1421371', 'time': '2022-02-09T16:39:04+00:00', 'url': '/logo-design/contests/logo-real-estate-servicing-company-1145047/entries/14'}]","[{'entry_id': 'entry-3', 'participant_id': '4866302', 'status': 'withdrawn', 'time': '2022-02-09T06:09:56+00:00'}, {'entry_id': 'entry-4', 'participant_id': '4866302', 'status': 'withdrawn', 'time': '2022-02-09T06:12:54+00:00'}, {'entry_id': 'entry-13', 'participant_id': '4866302', 'status': 'withdrawn', 'time': '2022-02-09T16:13:23+00:00'}, {'entry_id': 'entry-17', 'participant_id': '3255448', 'status': 'withdrawn', 'time': '2022-02-09T16:44:37+00:00'}, {'entry_id': 'entry-12', 'participant_id': '1421371', 'status': 'withdrawn', 'time': '2022-02-09T16:01:34+00:00'}, {'entry_id': 'entry-9', 'participant_id': '2911116', 'status': 'withdrawn', 'time': '2022-02-09T13:34:17+00:00'}, {'entry_id': 'entry-8', 'participant_id': '3887702', 'status': 'withdrawn', 'time': '2022-02-09T11:55:56+00:00'}, {'entry_id': 'entry-7', 'participant_id': '3887702', 'status': 'withdrawn', 'time': '2022-02-09T11:42:05+00:00'}, {'entry_id': 'entry-6', 'participant_id': '2695792', 'status': 'withdrawn', 'time': '2022-02-09T08:01:45+00:00'}, {'entry_id': 'entry-5', 'participant_id': '1421371', 'status': 'withdrawn', 'time': '2022-02-09T06:40:20+00:00'}, {'entry_id': 'entry-2', 'participant_id': '4866302', 'status': 'withdrawn', 'time': '2022-02-09T06:07:56+00:00'}, {'entry_id': 'entry-1', 'participant_id': '3255448', 'status': 'withdrawn', 'time': '2022-02-09T04:42:48+00:00'}]",['entry-15']
2,Modern and Minimalistic Luxury Wedding Photography Logo,https://99designs.hk/logo-design/contests/modern-minimalistic-luxury-wedding-photography-logo-1144897,johs6,"Tue, 08 Feb 2022 17:42:33 +0000",John Foley Photography,Unspecified,"High-end wedding photography based in Chicago, IL. I want to portray a modern luxurious brand, with a bit of mystery and sophistication. My target audience appreciates high quality and wants exclusivity. They are willing to pay for luxury items.",Photography,"['Light neutrals', 'Dark neutrals']",Unspecified,"['4', '-4', '-2', '5', '5', '-4', '0']",5,1,"I want a modern and minimalistic design. I do NOT want something with a camera or lens incorporated into the logo. Maybe a diamond shape would be nice, but not necessary. I'm open to other ideas as well.",32,25,0,20,5,US$190,"[{'entry_id': 'entry-57', 'participant_id': '1743402', 'time': '2022-02-10T02:26:05+00:00', 'url': '/logo-design/contests/modern-minimalistic-luxury-wedding-photography-logo-1144897/entries/57'}, {'entry_id': 'entry-49', 'participant_id': '1743402', 'time': '2022-02-09T20:16:39+00:00', 'url': '/logo-design/contests/modern-minimalistic-luxury-wedding-photography-logo-1144897/entries/49'}, {'entry_id': 'entry-47', 'participant_id': '1743402', 'time': '2022-02-09T20:15:58+00:00', 'url': '/logo-design/contests/modern-minimalistic-luxury-wedding-photography-logo-1144897/entries/47'}, {'entry_id': 'entry-41', 'participant_id': '1743402', 'time': '2022-02-09T17:35:11+00:00', 'url': '/logo-design/contests/modern-minimalistic-luxury-wedding-photography-logo-1144897/entries/41'}, {'entry_id': 'entry-40', 'participant_id': '1743402', 'time': '2022-02-09T17:21:31+00:00', 'url': '/logo-design/contests/modern-minimalistic-luxury-wedding-photography-logo-1144897/entries/40'}, {'entry_id': 'entry-43', 'participant_id': '1743402', 'time': '2022-02-09T18:06:29+00:00', 'url': '/logo-design/contests/modern-minimalistic-luxury-wedding-photography-logo-1144897/entries/43'}, {'entry_id': 'entry-21', 'participant_id': '1858077', 'time': '2022-02-09T01:07:36+00:00', 'url': '/logo-design/contests/modern-minimalistic-luxury-wedding-photography-logo-1144897/entries/21'}, {'entry_id': 'entry-16', 'participant_id': '2957335', 'time': '2022-02-08T21:19:09+00:00', 'url': '/logo-design/contests/modern-minimalistic-luxury-wedding-photography-logo-1144897/entries/16'}, {'entry_id': 'entry-12', 'participant_id': '1743402', 'time': '2022-02-08T20:53:35+00:00', 'url': '/logo-design/contests/modern-minimalistic-luxury-wedding-photography-logo-1144897/entries/12'}, {'entry_id': 'entry-11', 'participant_id': '1743402', 'time': '2022-02-08T20:48:54+00:00', 'url': '/logo-design/contests/modern-minimalistic-luxury-wedding-photography-logo-1144897/entries/11'}, {'entry_id': 'entry-33', 'participant_id': '1743402', 'time': '2022-02-09T16:12:27+00:00', 'url': '/logo-design/contests/modern-minimalistic-luxury-wedding-photography-logo-1144897/entries/33'}, {'entry_id': 'entry-30', 'participant_id': '3300392', 'time': '2022-02-09T15:32:55+00:00', 'url': '/logo-design/contests/modern-minimalistic-luxury-wedding-photography-logo-1144897/entries/30'}, {'entry_id': 'entry-29', 'participant_id': '1611150', 'time': '2022-02-09T07:44:06+00:00', 'url': '/logo-design/contests/modern-minimalistic-luxury-wedding-photography-logo-1144897/entries/29'}, {'entry_id': 'entry-25', 'participant_id': '3300392', 'time': '2022-02-09T02:35:03+00:00', 'url': '/logo-design/contests/modern-minimalistic-luxury-wedding-photography-logo-1144897/entries/25'}, {'entry_id': 'entry-18', 'participant_id': '2957335', 'time': '2022-02-08T21:25:34+00:00', 'url': '/logo-design/contests/modern-minimalistic-luxury-wedding-photography-logo-1144897/entries/18'}, {'entry_id': 'entry-4', 'participant_id': '3300392', 'time': '2022-02-08T19:18:11+00:00', 'url': '/logo-design/contests/modern-minimalistic-luxury-wedding-photography-logo-1144897/entries/4'}, {'entry_id': 'entry-46', 'participant_id': '559558', 'time': '2022-02-09T19:07:54+00:00', 'url': '/logo-design/contests/modern-minimalistic-luxury-wedding-photography-logo-1144897/entries/46'}, {'entry_id': 'entry-45', 'participant_id': '559558', 'time': '2022-02-09T19:07:43+00:00', 'url': '/logo-design/contests/modern-minimalistic-luxury-wedding-photography-logo-1144897/entries/45'}, {'entry_id': 'entry-24', 'participant_id': '1598447', 'time': '2022-02-09T01:20:32+00:00', 'url': '/logo-design/contests/modern-minimalistic-luxury-wedding-photography-logo-1144897/entries/24'}, {'entry_id': 'entry-17', 'participant_id': '2957335', 'time': '2022-02-08T21:20:02+00:00', 'url': '/logo-design/contests/modern-minimalistic-luxury-wedding-photography-logo-1144897/entries/17'}, {'entry_id': 'entry-3', 'participant_id': '4794143', 'time': '2022-02-08T18:31:26+00:00', 'url': '/logo-design/contests/modern-minimalistic-luxury-wedding-photography-logo-1144897/entries/3'}, {'entry_id': 'entry-56', 'participant_id': '1743402', 'time': '2022-02-10T02:22:53+00:00', 'url': '/logo-design/contests/modern-minimalistic-luxury-wedding-photography-logo-1144897/entries/56'}, {'entry_id': 'entry-55', 'participant_id': '1743402', 'time': '2022-02-09T20:32:40+00:00', 'url': '/logo-design/contests/modern-minimalistic-luxury-wedding-photography-logo-1144897/entries/55'}, {'entry_id': 'entry-54', 'participant_id': '1743402', 'time': '2022-02-09T20:32:28+00:00', 'url': '/logo-design/contests/modern-minimalistic-luxury-wedding-photography-logo-1144897/entries/54'}, {'entry_id': 'entry-53', 'participant_id': '1743402', 'time': '2022-02-09T20:32:15+00:00', 'url': '/logo-design/contests/modern-minimalistic-luxury-wedding-photography-logo-1144897/entries/53'}, {'entry_id': 'entry-52', 'participant_id': '1743402', 'time': '2022-02-09T20:32:00+00:00', 'url': '/logo-design/contests/modern-minimalistic-luxury-wedding-photography-logo-1144897/entries/52'}, {'entry_id': 'entry-51', 'participant_id': '559558', 'time': '2022-02-09T20:31:41+00:00', 'url': '/logo-design/contests/modern-minimalistic-luxury-wedding-photography-logo-1144897/entries/51'}, {'entry_id': 'entry-50', 'participant_id': '1743402', 'time': '2022-02-09T20:16:59+00:00', 'url': '/logo-design/contests/modern-minimalistic-luxury-wedding-photography-logo-1144897/entries/50'}, {'entry_id': 'entry-48', 'participant_id': '1743402', 'time': '2022-02-09T20:16:26+00:00', 'url': '/logo-design/contests/modern-minimalistic-luxury-wedding-photography-logo-1144897/entries/48'}, {'entry_id': 'entry-44', 'participant_id': '1858077', 'time': '2022-02-09T18:51:06+00:00', 'url': '/logo-design/contests/modern-minimalistic-luxury-wedding-photography-logo-1144897/entries/44'}, {'entry_id': 'entry-42', 'participant_id': '1743402', 'time': '2022-02-09T17:43:14+00:00', 'url': '/logo-design/contests/modern-minimalistic-luxury-wedding-photography-logo-1144897/entries/42'}, {'entry_id': 'entry-39', 'participant_id': '1743402', 'time': '2022-02-09T17:18:26+00:00', 'url': '/logo-design/contests/modern-minimalistic-luxury-wedding-photography-logo-1144897/entries/39'}]","[{'entry_id': 'entry-10', 'participant_id': '1611150', 'status': 'withdrawn', 'time': '2022-02-08T20:16:18+00:00'}, {'entry_id': 'entry-1', 'participant_id': '3300392', 'status': 'withdrawn', 'time': '2022-02-08T18:25:02+00:00'}, {'entry_id': 'entry-22', 'participant_id': '1598447', 'status': 'withdrawn', 'time': '2022-02-09T01:11:13+00:00'}, {'entry_id': 'entry-14', 'participant_id': '1743402', 'status': 'withdrawn', 'time': '2022-02-08T20:59:12+00:00'}, {'entry_id': 'entry-13', 'participant_id': '1743402', 'status': 'withdrawn', 'time': '2022-02-08T20:57:41+00:00'}, {'entry_id': 'entry-8', 'participant_id': '1611150', 'status': 'withdrawn', 'time': '2022-02-08T19:54:13+00:00'}, {'entry_id': 'entry-5', 'participant_id': '3300392', 'status': 'withdrawn', 'time': '2022-02-08T19:23:08+00:00'}, {'entry_id': 'entry-2', 'participant_id': '3300392', 'status': 'withdrawn', 'time': '2022-02-08T18:26:45+00:00'}, {'entry_id': 'entry-38', 'participant_id': '1743402', 'status': 'withdrawn', 'time': '2022-02-09T17:14:15+00:00'}, {'entry_id': 'entry-37', 'participant_id': '1743402', 'status': 'withdrawn', 'time': '2022-02-09T17:08:08+00:00'}, {'entry_id': 'entry-36', 'participant_id': '1743402', 'status': 'withdrawn', 'time': '2022-02-09T16:28:50+00:00'}, {'entry_id': 'entry-35', 'participant_id': '1743402', 'status': 'withdrawn', 'time': '2022-02-09T16:26:56+00:00'}, {'entry_id': 'entry-34', 'participant_id': '1743402', 'status': 'withdrawn', 'time': '2022-02-09T16:21:52+00:00'}, {'entry_id': 'entry-32', 'participant_id': '3300392', 'status': 'withdrawn', 'time': '2022-02-09T15:46:34+00:00'}, {'entry_id': 'entry-31', 'participant_id': '3300392', 'status': 'withdrawn', 'time': '2022-02-09T15:40:07+00:00'}, {'entry_id': 'entry-28', 'participant_id': '1611150', 'status': 'declined', 'time': '2022-02-09T07:40:23+00:00'}, {'entry_id': 'entry-27', 'participant_id': '3300392', 'status': 'withdrawn', 'time': '2022-02-09T02:39:36+00:00'}, {'entry_id': 'entry-26', 'participant_id': '3300392', 'status': 'withdrawn', 'time': '2022-02-09T02:36:34+00:00'}, {'entry_id': 'entry-23', 'participant_id': '1598447', 'status': 'declined', 'time': '2022-02-09T01:12:01+00:00'}, {'entry_id': 'entry-20', 'participant_id': '1858077', 'status': 'withdrawn', 'time': '2022-02-09T01:01:04+00:00'}, {'entry_id': 'entry-19', 'participant_id': '2957335', 'status': 'declined', 'time': '2022-02-08T21:40:23+00:00'}, {'entry_id': 'entry-15', 'participant_id': '2957335', 'status': 'declined', 'time': '2022-02-08T21:17:56+00:00'}, {'entry_id': 'entry-9', 'participant_id': '3194348', 'status': 'declined', 'time': '2022-02-08T20:13:10+00:00'}, {'entry_id': 'entry-7', 'participant_id': '3300392', 'status': 'withdrawn', 'time': '2022-02-08T19:45:00+00:00'}, {'entry_id': 'entry-6', 'participant_id': '3300392', 'status': 'withdrawn', 'time': '2022-02-08T19:41:32+00:00'}]",['entry-57']
3,"Physiotherapie, Massage, Personal Training.",https://99designs.hk/logo-design/contests/physiotherapie-massage-personal-training-1144821,silja.hess,"Tue, 08 Feb 2022 11:53:02 +0000",Physiozentrum Ebner,Unspecified,"Wir sind eine Physiotherapie Praxis. Wir bieten Physiotherapie, Massagen, Personal Training und Gruppenkurse an. Die Zielgruppe sind hauptsächlich Erwachsene. Das Physiozentrum ist in Worms im Haus der orthopädischen Privatpraxis Dr.Ebner. Hier besteht bereits eine Internetseite: http://www.ebner-worms.de
Branche: Physiotherapie, Massage, Training
Vielleicht sieht es auch gut aus wenn man PHYSIOZENTRUM EBNER groß schreibt.",Physical Fitness,"['Yellows', 'Oranges', 'Reds']","Schauen Sie bitte bei http://www.ebner-worms.de. Wir sind auch in diesem Haus. Gut wäre, etwas freundliches.","['2', '-4', '0', '4', '0', '0', '0']",1,0,"Wichtig ist, das der Firmenname Ebner hervor gehoben wird. Da der Name Ebner in Worms sehr bekannt ist, auch durch die bereits vorhandene Praxis. Ebenso muss erkenbar sein, dass es sich um ein Physiozentrum handelt. Das Wort Physiozentrum Ebner muss enthalten sein. Dazu ein passendes Symbol oder ähnliches.",22,58,0,21,37,US$196,"[{'entry_id': 'entry-69', 'participant_id': '2081299', 'time': '2022-02-08T16:27:49+00:00', 'url': '/logo-design/contests/physiotherapie-massage-personal-training-1144821/entries/69'}, {'entry_id': 'entry-8', 'participant_id': '4462774', 'time': '2022-02-08T14:20:52+00:00', 'url': '/logo-design/contests/physiotherapie-massage-personal-training-1144821/entries/8'}, {'entry_id': 'entry-75', 'participant_id': '2081299', 'time': '2022-02-08T16:45:06+00:00', 'url': '/logo-design/contests/physiotherapie-massage-personal-training-1144821/entries/75'}, {'entry_id': 'entry-73', 'participant_id': '3486151', 'time': '2022-02-08T16:33:18+00:00', 'url': '/logo-design/contests/physiotherapie-massage-personal-training-1144821/entries/73'}, {'entry_id': 'entry-72', 'participant_id': '2081299', 'time': '2022-02-08T16:31:55+00:00', 'url': '/logo-design/contests/physiotherapie-massage-personal-training-1144821/entries/72'}, {'entry_id': 'entry-70', 'participant_id': '2081299', 'time': '2022-02-08T16:28:28+00:00', 'url': '/logo-design/contests/physiotherapie-massage-personal-training-1144821/entries/70'}, {'entry_id': 'entry-66', 'participant_id': '4558020', 'time': '2022-02-08T16:11:24+00:00', 'url': '/logo-design/contests/physiotherapie-massage-personal-training-1144821/entries/66'}, {'entry_id': 'entry-65', 'participant_id': '4558020', 'time': '2022-02-08T16:11:08+00:00', 'url': '/logo-design/contests/physiotherapie-massage-personal-training-1144821/entries/65'}, {'entry_id': 'entry-64', 'participant_id': '4558020', 'time': '2022-02-08T16:10:53+00:00', 'url': '/logo-design/contests/physiotherapie-massage-personal-training-1144821/entries/64'}, {'entry_id': 'entry-63', 'participant_id': '4558020', 'time': '2022-02-08T16:10:25+00:00', 'url': '/logo-design/contests/physiotherapie-massage-personal-training-1144821/entries/63'}, {'entry_id': 'entry-62', 'participant_id': '2081299', 'time': '2022-02-08T16:10:22+00:00', 'url': '/logo-design/contests/physiotherapie-massage-personal-training-1144821/entries/62'}, {'entry_id': 'entry-61', 'participant_id': '4558020', 'time': '2022-02-08T16:10:05+00:00', 'url': '/logo-design/contests/physiotherapie-massage-personal-training-1144821/entries/61'}, {'entry_id': 'entry-60', 'participant_id': '4558020', 'time': '2022-02-08T16:09:48+00:00', 'url': '/logo-design/contests/physiotherapie-massage-personal-training-1144821/entries/60'}, {'entry_id': 'entry-59', 'participant_id': '4558020', 'time': '2022-02-08T16:09:30+00:00', 'url': '/logo-design/contests/physiotherapie-massage-personal-training-1144821/entries/59'}, {'entry_id': 'entry-58', 'participant_id': '2081299', 'time': '2022-02-08T16:07:34+00:00', 'url': '/logo-design/contests/physiotherapie-massage-personal-training-1144821/entries/58'}, {'entry_id': 'entry-54', 'participant_id': '2081299', 'time': '2022-02-08T16:02:03+00:00', 'url': '/logo-design/contests/physiotherapie-massage-personal-training-1144821/entries/54'}, {'entry_id': 'entry-52', 'participant_id': '2081299', 'time': '2022-02-08T15:56:37+00:00', 'url': '/logo-design/contests/physiotherapie-massage-personal-training-1144821/entries/52'}, {'entry_id': 'entry-43', 'participant_id': '4462774', 'time': '2022-02-08T15:37:26+00:00', 'url': '/logo-design/contests/physiotherapie-massage-personal-training-1144821/entries/43'}, {'entry_id': 'entry-37', 'participant_id': '2081299', 'time': '2022-02-08T15:29:16+00:00', 'url': '/logo-design/contests/physiotherapie-massage-personal-training-1144821/entries/37'}, {'entry_id': 'entry-29', 'participant_id': '2081299', 'time': '2022-02-08T15:14:51+00:00', 'url': '/logo-design/contests/physiotherapie-massage-personal-training-1144821/entries/29'}, {'entry_id': 'entry-24', 'participant_id': '4462774', 'time': '2022-02-08T15:05:06+00:00', 'url': '/logo-design/contests/physiotherapie-massage-personal-training-1144821/entries/24'}, {'entry_id': 'entry-19', 'participant_id': '4462774', 'time': '2022-02-08T14:57:58+00:00', 'url': '/logo-design/contests/physiotherapie-massage-personal-training-1144821/entries/19'}]","[{'entry_id': 'entry-49', 'participant_id': '2081299', 'status': 'declined', 'time': '2022-02-08T15:49:59+00:00'}, {'entry_id': 'entry-80', 'participant_id': '288233', 'status': 'withdrawn', 'time': '2022-02-08T19:01:38+00:00'}, {'entry_id': 'entry-79', 'participant_id': '2081299', 'status': 'withdrawn', 'time': '2022-02-08T17:06:47+00:00'}, {'entry_id': 'entry-78', 'participant_id': '3039939', 'status': 'withdrawn', 'time': '2022-02-08T16:51:56+00:00'}, {'entry_id': 'entry-77', 'participant_id': '3039939', 'status': 'withdrawn', 'time': '2022-02-08T16:51:34+00:00'}, {'entry_id': 'entry-76', 'participant_id': '3039939', 'status': 'withdrawn', 'time': '2022-02-08T16:51:18+00:00'}, {'entry_id': 'entry-74', 'participant_id': '2081299', 'status': 'withdrawn', 'time': '2022-02-08T16:37:30+00:00'}, {'entry_id': 'entry-71', 'participant_id': '288233', 'status': 'withdrawn', 'time': '2022-02-08T16:30:13+00:00'}, {'entry_id': 'entry-68', 'participant_id': '288233', 'status': 'withdrawn', 'time': '2022-02-08T16:19:38+00:00'}, {'entry_id': 'entry-67', 'participant_id': '3177124', 'status': 'withdrawn', 'time': '2022-02-08T16:16:04+00:00'}, {'entry_id': 'entry-57', 'participant_id': '3177124', 'status': 'withdrawn', 'time': '2022-02-08T16:05:59+00:00'}, {'entry_id': 'entry-56', 'participant_id': '288233', 'status': 'withdrawn', 'time': '2022-02-08T16:05:23+00:00'}, {'entry_id': 'entry-55', 'participant_id': '4462774', 'status': 'declined', 'time': '2022-02-08T16:02:50+00:00'}, {'entry_id': 'entry-53', 'participant_id': '3177124', 'status': 'withdrawn', 'time': '2022-02-08T15:57:06+00:00'}, {'entry_id': 'entry-51', 'participant_id': '3177124', 'status': 'withdrawn', 'time': '2022-02-08T15:54:58+00:00'}, {'entry_id': 'entry-50', 'participant_id': '3177124', 'status': 'withdrawn', 'time': '2022-02-08T15:53:53+00:00'}, {'entry_id': 'entry-48', 'participant_id': '2081299', 'status': 'declined', 'time': '2022-02-08T15:48:22+00:00'}, {'entry_id': 'entry-47', 'participant_id': '288233', 'status': 'withdrawn', 'time': '2022-02-08T15:47:32+00:00'}, {'entry_id': 'entry-46', 'participant_id': '3288833', 'status': 'declined', 'time': '2022-02-08T15:45:41+00:00'}, {'entry_id': 'entry-45', 'participant_id': '2081299', 'status': 'declined', 'time': '2022-02-08T15:43:26+00:00'}, {'entry_id': 'entry-44', 'participant_id': '2081299', 'status': 'declined', 'time': '2022-02-08T15:42:41+00:00'}, {'entry_id': 'entry-42', 'participant_id': '2081299', 'status': 'declined', 'time': '2022-02-08T15:33:34+00:00'}, {'entry_id': 'entry-41', 'participant_id': '3288833', 'status': 'declined', 'time': '2022-02-08T15:32:14+00:00'}, {'entry_id': 'entry-40', 'participant_id': '2081299', 'status': 'declined', 'time': '2022-02-08T15:32:14+00:00'}, {'entry_id': 'entry-39', 'participant_id': '2081299', 'status': 'declined', 'time': '2022-02-08T15:30:59+00:00'}, {'entry_id': 'entry-38', 'participant_id': '3288833', 'status': 'declined', 'time': '2022-02-08T15:30:15+00:00'}, {'entry_id': 'entry-36', 'participant_id': '2081299', 'status': 'declined', 'time': '2022-02-08T15:27:05+00:00'}, {'entry_id': 'entry-35', 'participant_id': '2081299', 'status': 'declined', 'time': '2022-02-08T15:25:51+00:00'}, {'entry_id': 'entry-34', 'participant_id': '3177124', 'status': 'withdrawn', 'time': '2022-02-08T15:24:23+00:00'}, {'entry_id': 'entry-33', 'participant_id': '3039939', 'status': 'withdrawn', 'time': '2022-02-08T15:21:41+00:00'}, {'entry_id': 'entry-32', 'participant_id': '3039939', 'status': 'withdrawn', 'time': '2022-02-08T15:21:14+00:00'}, {'entry_id': 'entry-31', 'participant_id': '3434963', 'status': 'declined', 'time': '2022-02-08T15:18:53+00:00'}, {'entry_id': 'entry-30', 'participant_id': '1837664', 'status': 'declined', 'time': '2022-02-08T15:17:15+00:00'}, {'entry_id': 'entry-28', 'participant_id': '1837664', 'status': 'declined', 'time': '2022-02-08T15:13:14+00:00'}, {'entry_id': 'entry-27', 'participant_id': '3434963', 'status': 'declined', 'time': '2022-02-08T15:13:03+00:00'}, {'entry_id': 'entry-26', 'participant_id': '2081299', 'status': 'declined', 'time': '2022-02-08T15:07:52+00:00'}, {'entry_id': 'entry-25', 'participant_id': '2081299', 'status': 'declined', 'time': '2022-02-08T15:05:16+00:00'}, {'entry_id': 'entry-23', 'participant_id': '1837664', 'status': 'declined', 'time': '2022-02-08T15:03:15+00:00'}, {'entry_id': 'entry-22', 'participant_id': '2081299', 'status': 'declined', 'time': '2022-02-08T15:02:54+00:00'}, {'entry_id': 'entry-21', 'participant_id': '2081299', 'status': 'declined', 'time': '2022-02-08T15:01:22+00:00'}, {'entry_id': 'entry-20', 'participant_id': '3434963', 'status': 'declined', 'time': '2022-02-08T15:00:00+00:00'}, {'entry_id': 'entry-18', 'participant_id': '2081299', 'status': 'declined', 'time': '2022-02-08T14:57:56+00:00'}, {'entry_id': 'entry-17', 'participant_id': '2081299', 'status': 'declined', 'time': '2022-02-08T14:53:17+00:00'}, {'entry_id': 'entry-16', 'participant_id': '2081299', 'status': 'declined', 'time': '2022-02-08T14:51:32+00:00'}, {'entry_id': 'entry-15', 'participant_id': '3434963', 'status': 'declined', 'time': '2022-02-08T14:50:52+00:00'}, {'entry_id': 'entry-14', 'participant_id': '2081299', 'status': 'declined', 'time': '2022-02-08T14:50:00+00:00'}, {'entry_id': 'entry-13', 'participant_id': '3288833', 'status': 'declined', 'time': '2022-02-08T14:49:37+00:00'}, {'entry_id': 'entry-12', 'participant_id': '3434963', 'status': 'declined', 'time': '2022-02-08T14:43:06+00:00'}, {'entry_id': 'entry-11', 'participant_id': '3288833', 'status': 'declined', 'time': '2022-02-08T14:36:29+00:00'}, {'entry_id': 'entry-10', 'participant_id': '3288833', 'status': 'declined', 'time': '2022-02-08T14:33:28+00:00'}, {'entry_id': 'entry-9', 'participant_id': '3434963', 'status': 'declined', 'time': '2022-02-08T14:32:57+00:00'}, {'entry_id': 'entry-7', 'participant_id': '3288833', 'status': 'declined', 'time': '2022-02-08T14:20:19+00:00'}, {'entry_id': 'entry-6', 'participant_id': '3434963', 'status': 'withdrawn', 'time': '2022-02-08T14:16:27+00:00'}, {'entry_id': 'entry-5', 'participant_id': '3434963', 'status': 'withdrawn', 'time': '2022-02-08T14:01:35+00:00'}, {'entry_id': 'entry-4', 'participant_id': '4939463', 'status': 'declined', 'time': '2022-02-08T13:52:42+00:00'}, {'entry_id': 'entry-3', 'participant_id': '4462774', 'status': 'declined', 'time': '2022-02-08T13:45:54+00:00'}, {'entry_id': 'entry-2', 'participant_id': '4462774', 'status': 'declined', 'time': '2022-02-08T13:45:42+00:00'}, {'entry_id': 'entry-1', 'participant_id': '3434963', 'status': 'withdrawn', 'time': '2022-02-08T13:43:17+00:00'}]",['entry-69']
