user_id,user_name,about,stars,review_count,member_since,contests_won,runner_up,1_to_1_projects,tags,repeat_clients,reviews,certification,timestamp
764437,Get Lucky,let's do our best !,5.0,9,"January 07, 2012", 21 , 73 , 1 ,"['Logo design', 'Business card']", 1 ,"['Excellent and creative ', 'GetLucky did an awesome job.  Very creative and listened to direction well.', 'Get Lucky was great to work with. They provided a huge range of designs to choose from and was very responsive. I highly recommend working with this designer!', 'Super Easy to work with.', 'I loved the design from the first submission.  Nothing needed to be changed or altered.  Thank you so much.  ', 'great work. great design', 'Outstanding Experience!!!', 'Excellent response to this campaign. Gave me exactly what I was looking for in a logo. ', 'Get Lucky was easy to work with and tweaked the design as requested. ']","['Brand guide', 'Entry Level']",2022-03-03
394296,DanaG.,https://danagonago.wixsite.com/danagonago,5.0,17,"February 24, 2010", 51 , 87 , 25 ,"['Logo design', 'Logo & brand identity pack', 'Other design', 'Logo & social media pack', 'Logo & brand guide', 'Infographic', 'Logo & business card', 'Button or icon', 'Illustration or graphics', 'PowerPoint template', 'Postcard, flyer or print', 'Other business or advertising', 'Car, truck or van wrap']", 23 ,"['The freshest and most appealing design for our needs from all contestants. She is responsive and prompt at making the required changes. Great work Dana and congrats!', 'Dana was able to capture our design in a way that we really liked and had been looking forward to.', 'Great skill, Great communication', 'Great design work out from the start of contest and thoughtful adjustments as things went on!', 'It was great working with Dana. Looking forward to more collaborations. ', 'Super designer. Great work and extremely easy to work with. Dana is a top-notch designer and professional, 5-Stars!!!', 'Clever and simple execution.', 'Working with Dana was a fast and efficient process which led to a powerful and meaningful logo.  We are excited to use it!\r', 'Overall good process.', 'Very responsive and creative. She did a great job helping me pick out the fine details, and she always delivered what I asked for. Pleasure to work with!', 'Dana did a great job with her design and communication. ', 'Beautiful design that matched my brief perfectly. A very professional experience. ', 'I thought she did a great job incorporating my thoughts and vision and working with me to tweak the design until it was just right.  ', 'Dana is a very talented designer. Easy to work with and very creative. Highly recommended.', 'Great design work  and very easy to work with !!', 'Very responsive and good quality work. ', ""Dana did a wonderful job designing a beautiful new logo for our congregation. We're so thankful for the hard work put into the design and the ease with which changes were made."", 'Dana was wonderful to work with, she was able to convey exactly what I needed in my logo, and I have received very positive feedback on my logo so far.  She was very prompt in design changes and is an excellent communicator.  I would highly recommend ch...', 'Excellent designer.  Fantastic feedback and turnaround.', ""Dana never gives up. And that is a must when trying to come up with the best artwork for any area of business.  Though Dana's previous designs submitted didn't meet our themes, in the end, the final design presented by Dana won. Again, Dana gives gave u..."", 'WOW!  Our company is thrilled with the logo Dana has provided for us.  She captured our company spirit with her design.  She has been professional and accommodating through the entire process.  Thank you Dana and we are looking forward to an ongoing bus...']","['Print', 'Mid Level']",2022-03-03
1818722,StalkerV,"Hi there! Thank you for visiting my page.
  I specialize in logo design. I strive for simplicity and minimalism in my design style. At the same time, I try to express the essence of your company in my logos. My catchy logos are simple in the perception and can lead your business to success.
  If you need the logo design done, feel free to contact me.",5.0,24,"November 17, 2014", 52 , 229 , 4 ,"['Logo design', 'Logo & social media pack', 'Logo & hosted website', 'Business card']", 6 ,"['Very easy to work with, the process was very smooth. ', 'Perfect design, absolutely loved the movement you got through our specifications to create a great logo.', 'Stalker V was fantastic - he communicated throughout the whole process and did all we asked and more. We absolutely love the logo and the brand identity he has created for us. Thank you very much!! ', 'Great designer.', ""StalkerV submitted a completely different design than all the other proposals--one that gave me the look that I was imagining, but didn't know until I saw it! He made changes quickly and gave answers to all my questions. I highly recommend him. "", 'excellent work, quick to handle my request', 'The logo is exactly what I was looking for!', 'Read the brief, understood what was required, responded to my feedback rapidly.', 'Highly recommended! Super clean, simple, and thoughtful design that adhered to my original ideas. I would furthermore recommend StalkerV for his cooperation, patience, and willingness to design the perfect logo. Thanks again!', 'The logo design was exactly what I was looking for!', ""I love my design!  It was unique and fit the brief - it's minimal, but still special which is exactly what I wanted.  StalkerV was really quick to respond to my messages and was great to work with.  Thank you StalkerV!!!!!!!  Highly recommend."", ""It' was almost from the beginning just perfect! \rThank you for your inspiration and professional work! \r:-)\r"", 'Great Designer,  quick responses! ', 'Great design and very accommodating! Will work with again!', 'Fantastic to work with!', 'This is a great system for acquiring design work - fair rates and terms. Will use again!', 'Very happy with what was produced.  Excellent response to my change requests.', 'Thank you for your great design and fast communication. ', 'Very responsive with a clear understanding of what was needed. A pleasure to work with StalkerV!', 'StalkerV is very efficient and thoughtful. He produced the best designs with the fewest iterations. Each design added insight into the concept of our logo, and his concepts stood out from the others from the very beginning of the design contest', 'When we began this process, we had an idea of what we wanted.  But as the process progressed, it became difficult to choose between the many excellent designs submitted. We think you had a great vision and design and appreciate your work on this project. ', 'Great to work with and made changes fast!', 'Great, elegant logo.  Thank you.', ""StalkerV is a dream to work with.  He was very patient and highly responsive to my input.  I can be very nit picky and demanding, but he quickly provided me with any change I asked for.  Creatively, he's top notch with great originality.  Of all the des...""]","['Web Template', 'Brand guide', 'Mid Level']",2022-03-03
4581375,tamlika.,"Simple, Creative and Unique.
Invite me to 1 on 1 project",5.0,13,"March 11, 2021", 20 , 56 , 1 ,"['Logo design', 'Logo & brand identity pack', 'Logo & social media pack', 'Logo & brand guide', 'Product label', 'Logo & business card']", 1 ,"['Invite me to 1 on 1 project', 'Very clean and very responsive to adjustments!', 'Tamlika was great to work with! Very helpful and responsive to my requests and revisions. I received updated information and/or files within 24 hours of each request. I look forward to working with Tamlika in the future! Thanks again!', 'The design was bold, combined the cloud and X, I liked it!\rHe also offered to give a few options at the end, which was great.', ""It's a great logo! The designer did all the modifications that we asked for and everything went smoothly. Thank you!"", 'Great designer! Was very responsive to my design requests and did a great job with revisions when I needed a couple done. Very satisfied with her work and she has a great aesthetic. Thank you!', 'Thank you so much', 'Very good designer, we are absolutely delighted. Gladly again at any time.\rInnolutionTex GmbH', 'Great job - Thank you', 'Thanks so much ! If you need me again, let me know :) ', 'Created a lovely logo design and promptly made any requested changes! ', 'Excellent job and very helpful. Thank you', 'Thanks, Was great working with you!', 'Good and well thought-out design, fast response time, precise response to requests!', 'Tamika was excellent to work with, very fast, and responsive with messages.', ""Enjoyed working with logosbytamlika!  He was patient through all of my requests and was very prompt in responding.  Can't go wrong working with him.  "", 'Thanks so much ! If you need me again, let me know :) It was great working with you', 'Excellent communication!!! Great work!']",['Mid Level'],2022-03-03
575723,Panjie,"It all start when I was very interested in the beauty of visual art that I've always seen at the streets, then I start thinking about how can I do it my self and start research then found graphic design so I start exploring for almost 10 years now.",0.0,0,"June 01, 2011", 6 , 12 , 0 ,"['Logo design', 'Logo & business card', 'Landing page design', 'Logo & brand identity pack', 'Logo & social media pack']", 0 ,"['I loved the fact that he understood immediately exactly what I wanted. The logo was just as demanded - powerful but playful and very imaginative! Also he was very prompt to make changes and to adjust certain things! \rVery good job! Thank you! ', 'Panjie was a pleasure to work with.  Very responsive to requests for changes and took the initiative to update the design based on other comments added to the project.  I would definitely work with Panjie again.', 'Panjie provided exception work on our logo project.  Panjie was very professional, responsive, thoughtful and listened to our ideas with an open mind.  I would highly recommend Panjie as the work developed is, again, very exceptional.Highly recommended!']",['Mid Level'],2022-03-03
3014974,fabuleux™,,5.0,7,"August 27, 2017", 9 , 16 , 0 ,"['Logo design', 'Logo & brand guide', 'Logo & brand identity pack']", 0 ,"['Fabeleux was very responsive and a great designer to have worked with. I appreciate the time taken to make our logo a great starting point for this company. ', 'Thank you! Feel free to reach me if you need anything else! :)', 'Fabuleux did an amazing job! I loved the mockups created and the unique and powerful design of my logo.', 'Thank you! Feel free to reach me if you need anything else! :)', 'Fabuleux translated our vision into a mark that really represents our aesthetic.  I plan to work with Fabuleux in the future.', 'It will always be a privilege to be able to work with you again. Thank you very much! ', 'Fabuleux is een top designer!', 'Thank you! Feel free to reach me if you need anything else! ', 'fabuleux designed the logo for our new organization. We love the design - it meets all our requests and then some, and they were quick to respond to any changes we requested. ', 'Nailed the brief perfectly. ', 'deep understanding, quick work, many thanks! ']",['Entry Level'],2022-03-03
1404086,Adi_tya,,4.89,9,"November 06, 2013", 12 , 23 , 1 ,"['Logo design', 'Logo & brand guide', 'Brand guide']", 1 ,"['Aditya did a great job of following the brief, then making amendments as we went along to get it just right. He was also great at answering questions and helping me with what I needed to know.', ""Thank you, I'm happy to be able to provide the best for you."", 'Professional, responsive, helpful, talented.', 'Love the design it’s exactly what I had in mind and with the little bit of information I gave him he did a excellent job !! Super excited ', 'Brilliant design, thank you!', ""Thank you, I'm glad to be able to help you with best service."", 'brought my vision to life! ', 'Great work! Good ideas and quick response time. Fullfilled our needs and delivered a great Logo. ', 'nous sommes satisfait du rendu final', 'Simple and recognizable design', 'great work and easy to communicate with']",['Entry Level'],2022-03-03
1205665,MOP3d,infography 2d et 3d,0.0,0,"April 27, 2013", 2 , 18 , 0 ,"['Logo design', 'Logo & business card', 'Logo & brand guide']", 0 ,['Sehr schnelle Reaktionszeiten und sehr freundlich. Vielen Dank für die gute Zusammenarbeit. Vielleicht ergibt sich ja noch einmal etwas. :-)'],['Entry Level'],2022-03-03
614959,anx_studio,"I am a tattoo artist,freelance designer and illustrator",4.78,9,"July 16, 2011", 10 , 37 , 2 ,"['Logo design', 'T-shirt', 'Logo & brand guide', 'Tattoo', 'Other clothing or merchandise', 'Merchandise', 'Logo & social media pack', 'Other packaging or label', 'Illustration or graphics', 'Clothing or apparel', 'Logo & brand identity pack']", 3 ,"['Simple and Classic design. Thank you.', 'thankyou', 'i really like the design, its like a window to the world of Ananda skin care,  from one side it has some chivalry in it and his really feminine.\rthe leaf and the woman is beautiful and unique.', 'Having a unique logo that stands out is very important to me. A design that followed the aesthetic of the brief I provided was a must. This designer achieved both! The logo design was something that I would not have thought of on my own, but it really i...', ""Was a enjoyable experience working with anx_stuido. He made a beauitful design that I didn't even need to alter.  Thanks again"", 'thanks', 'Great designs, followed the brief and feedback well and came up with good ideas.  Recommended', 'thanks', 'Awesome designer,\rHe made every change requested very fast and provided exactly what I wanted.', 'Thanks for your work', 'Made a great design, and was very easy to communicate with.', 'Great design ideas, fast communication. Thanks']",['Mid Level'],2022-03-03
2886553,Y A N A,"Hi! I am Yana and I am full time graphic designer with more than seven years experience in logo design, ads design, t-shirt design, flyer/brochure design, etc.
  Client's satisfaction is my goal.",4.94,16,"May 01, 2017", 23 , 59 , 1 ,"['Logo design', 'Logo & brand identity pack', 'Logo & social media pack', 'Logo & brand guide', 'Stationery', 'Logo & business card']", 3 ,"[""YANA met all my requirements. I like my logo, and I'm satisfied with the final result."", 'I asked Yana for a LOT of revisions. Yana gladly kept honing the logo design until I was satisfied. ', 'The cooperation with Y A N A was excellent! All our wishes were implemented very quickly and accurately. Our customer and we are very satisfied and can recommend Y A N A without reservation.', ""Exactly what I was looking for. I'm super impressed with the quality! Thank you!! +++++"", 'very fast and very good communication \ralso very talented ', ""Thank you, it's a pleasure working with you, can't wait for next project :) "", 'Great work very happy!', 'Super responsive and adaptable.  Very fast.  A pleasure to deal with', 'Designer did great work and will work with 99designs again', 'A wonderful artist! Quickly responded and did everything we asked plus more!', 'Great designer. Very responsive to changes and quick with revisions. I I highly recommend working with Yana. ', 'Amazing! Responsive, thoughtful, and delivered exactly what we were looking for.', 'Thanks for the cool design!', 'Wonderful to work with. Extremely responsive with quick turnover. Showcases new concepts and design ideas. Goes above and beyond requests.', 'Easy to work with.  Great design.', 'Worked well with me and provided changes that I asked for quickly. ', 'Excellent work! Thank you for being responsive and designing a beautiful logo.']",['Mid Level'],2022-03-03
